sr_no,date,startup_name,industry_vertical,city_location,investors_name,investmentntype,amount_in_usd,year,month
2113,2015-01-12,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000.0,2015,1
2115,2015-01-12,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,2000000.0,2015,1
2116,2015-02-12,RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1500000.0,2015,2
2119,2015-03-12,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,100000.0,2015,3
2120,2015-03-12,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000.0,2015,3
2123,2015-04-12,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,100000.0,2015,4
2124,2015-04-12,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,100000.0,2015,4
2125,2015-04-12,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,20000000.0,2015,4
2128,2015-07-12,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,4500000.0,2015,7
2129,2015-07-12,Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,30000000.0,2015,7
2131,2015-07-12,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000.0,2015,7
2132,2015-07-12,Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,100000.0,2015,7
2135,2015-08-12,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000.0,2015,8
2136,2015-09-12,Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,3000000.0,2015,9
2138,2015-09-12,Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,350000.0,2015,9
2139,2015-09-12,Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,3000000.0,2015,9
2141,2015-10-12,BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0,2015,10
2142,2015-10-12,HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,5000000.0,2015,10
2143,2015-10-12,PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2015,10
2144,2015-10-12,i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,500000.0,2015,10
2145,2015-10-12,Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000.0,2015,10
2147,2015-10-12,Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,2500000.0,2015,10
2148,2015-10-12,Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000.0,2015,10
2149,2015-11-12,EureQa,Test Automation SAAS platform,Hyderabad,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,2015,11
2153,2015-11-12,OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,2015,11
2155,2015-11-12,Weddingz.in,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0,2015,11
2198,2015-02-11,Twigly,Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,2015,2
2199,2015-02-11,CityFlo,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,750000.0,2015,2
2202,2015-03-11,Pokkt,Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0,2015,3
2203,2015-03-11,oibanit,Online Food Ordering Marketplace,Other,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,2015,3
2204,2015-03-11,Stuffed,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,385000.0,2015,3
2205,2015-03-11,LoanBaba,Online Loans Marketplace,Mumbai,,Seed Funding,320000.0,2015,3
2206,2015-03-11,Deyor Rooms,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,2015,3
2207,2015-03-11,Bidgely,Efficient Energy Management platform,Other,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,2015,3
2208,2015-04-11,Shirsa Labs,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,250000.0,2015,4
2210,2015-04-11,YourDOST,Online Counselling and psychological support platform,Other,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,2015,4
2211,2015-05-11,BookMyBai,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,2015,5
2212,2015-05-11,MyIndianStay,Home Stay & room rentals platform,Other,Undisclosed investors,Seed Funding,200000.0,2015,5
2215,2015-06-11,Satvacart,Online Grocery platform,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,2015,6
2216,2015-06-11,POPxo.com,Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,2015,6
2217,2015-06-11,SparesHub,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,2015,6
2218,2015-06-11,Explara,Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,2015,6
2220,2015-06-11,Yuvi Hospitality,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,2015,6
2221,2015-09-11,AppVirality,Mobile Growth Hacking\\nPlatform,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,2015,9
2222,2015-09-11,iStar Skill Development,Skill Training Startup,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,2015,9
2223,2015-09-11,BigStylist.com,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,1000000.0,2015,9
2224,2015-09-11,Zilingo,Marketplace App for Bangkok,Bangalore,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,2015,9
2225,2015-09-11,Didi,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,2015,9
2226,2015-09-11,Skoov.com,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,150000.0,2015,9
2227,2015-10-11,Chefs Basket,Ready to cook packaged Foods,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,2015,10
2229,2015-11-11,Delight Foods,Branded Food products online sales,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,2015,11
2231,2015-11-11,RenewBuy,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,2015,11
2233,2015-12-11,Hitwicket,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,250000.0,2015,12
2293,2015-01-10,Muvizz,Movie-on-demand platform,Other,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,2015,1
2296,2015-02-10,Shopalyst,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,2000000.0,2015,2
2297,2015-03-10,Chillr,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,6000000.0,2015,3
2298,2015-05-10,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,2015,5
2299,2015-05-10,Voylla,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,15000000.0,2015,5
2300,2015-05-10,IndiaLends,Online Consumer Lending platform,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,2015,5
2301,2015-05-10,Rock N Shop,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,2015,5
2302,2015-06-10,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,2015,6
2303,2015-06-10,WorkIndia,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,2015,6
2304,2015-06-10,SportzVillage,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,2015,6
2306,2015-06-10,Burger Singh,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,2015,6
2307,2015-06-10,Welcome Cure,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,2015,6
2308,2015-07-10,SchoolGuru,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,2015,7
2310,2015-07-10,GoJavas,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,20000000.0,2015,7
2313,2015-08-10,ZuperMeal,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000.0,2015,8
2314,2015-08-10,Cube26,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,2015,8
2316,2015-08-10,Grabhouse,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,2015,8
2317,2015-08-10,Quifers,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,2015,8
2318,2015-09-10,Stockroom.io,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,2015,9
2320,2015-09-10,Cloud Lending,End-to-End Lending platform,Bangalore,SF Capital Group,Private Equity,8000000.0,2015,9
2321,2015-09-10,Inayo,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,2015,9
2323,2015-09-10,Kulzy,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,2015,9
2324,2015-09-10,Zeppery,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,77000.0,2015,9
2325,2015-12-10,Zify,Ride Sharing platform,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0,2015,12
2328,2015-12-10,Gridle,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,100000.0,2015,12
2383,2015-01-09,TOFlo,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,2015,1
2385,2015-01-09,Stylecracker,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,1000000.0,2015,1
2386,2015-01-09,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Gurgaon,Reliance Capital,Private Equity,900000.0,2015,1
2388,2015-02-09,Zivame,Online Lingerie Marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,2015,2
2389,2015-02-09,Capillary Tech,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,2015,2
2390,2015-03-09,Jobspire,Job Search Platform,Bangalore,Purvi Capital,Seed Funding,260000.0,2015,3
2392,2015-03-09,Vistaar Finance,Small Business Financing (NBFC),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000.0,2015,3
2394,2015-04-09,Clapsnslaps,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,2015,4
2395,2015-04-09,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,100000.0,2015,4
2396,2015-04-09,RoomCentral,Cloud-based Hotel Booking Platform,Bangalore,Karanpal Singh,Seed Funding,2000000.0,2015,4
2397,2015-07-09,YouthKiAwaaz,Community Driven News/Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,2015,7
2398,2015-07-09,Prozo,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,2015,7
2399,2015-07-09,Zomato,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,2015,7
2400,2015-07-09,Sahayog Dairy,Dairy Based Product Manufacturer,Other,Acumen Fund,Private Equity,1800000.0,2015,7
2401,2015-08-09,MockBank,Government Test Preparation platform,Bangalore,Blume Ventures,Seed Funding,400000.0,2015,8
2404,2015-10-09,OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,2015,10
2405,2015-10-09,IndustryBuying,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,2015,10
2406,2015-10-09,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,2015,10
2407,2015-11-09,FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,100000.0,2015,11
2409,2015-11-09,Zapyle,pre-used apparel shopping mobile app,Bangalore,,Seed Funding,1000000.0,2015,11
2411,2015-12-09,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000.0,2015,12
2471,2015-01-08,Snapdeal,Ecommerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0,2015,1
2472,2015-01-08,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,400000.0,2015,1
2474,2015-03-08,Connect India,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,5000000.0,2015,3
2477,2015-03-08,Oyorooms,Budget Hotel accommodation brand,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000.0,2015,3
2479,2015-03-08,Wizrocket,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,2015,3
2480,2015-04-08,Pickingo,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,2015,4
2481,2015-05-08,Grex,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,2015,5
2482,2015-05-08,LetsTransport,Logistics Tech Platform,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,2015,5
2483,2015-05-08,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,2015,5
2484,2015-05-08,Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,2015,5
2485,2015-05-08,NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,2015,5
2487,2015-05-08,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,2015,5
2489,2015-06-08,Appvigil,App security\\xc2\\xa0 testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,2015,6
2490,2015-06-08,practo,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,2015,6
2493,2015-06-08,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,2015,6
2494,2015-06-08,Ezetap,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,2015,6
2496,2015-07-08,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,2015,7
2497,2015-07-08,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,2015,7
2501,2015-10-08,MyTaxiIndia,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,2015,10
2502,2015-10-08,eSadar,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,2015,10
2504,2015-10-08,MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,2015,10
2505,2015-10-08,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,16000000.0,2015,10
2506,2015-10-08,Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,2015,10
2507,2015-10-08,ToneTag,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,2015,10
2508,2015-10-08,Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000.0,2015,10
2509,2015-11-08,Livspace,Home Design & D\\xc3\\xa9cor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,2015,11
2510,2015-11-08,WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000.0,2015,11
2511,2015-11-08,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,2015,11
2512,2015-11-08,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,2015,11
2513,2015-11-08,Infogain,Business and IT consulting,New Delhi,ChrysCapital,Private Equity,63000000.0,2015,11
2514,2015-12-08,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,2015,12
2515,2015-12-08,BigBasket,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,2015,12
2516,2015-12-08,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,2015,12
2517,2015-12-08,Scripbox,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,2015,12
2571,2015-01-07,Cloudcherry Analytics,CRM / Analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,2015,1
2575,2015-01-07,NxtGen,IT infrastructure & Data Center services,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,2015,1
2576,2015-02-07,BankBazaar,Online Financial Services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,2015,2
2577,2015-02-07,Gozoomo,Used Car Marketplace,Bangalore,SAIF Partners,Private Equity,5000000.0,2015,2
2578,2015-02-07,Zenatix,Internet of Things platform,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,2015,2
2579,2015-03-07,CultureAlley,Language Learning App,Jaipur,Tiger Global,Private Equity,6500000.0,2015,3
2581,2015-03-07,Gingercrush,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,2015,3
2583,2015-04-07,Stitchwood,Custom Furniture Marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,2015,4
2586,2015-06-07,Paper Boat,Ethnic Beverages manufacturer,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015,6
2588,2015-07-07,Wudstay,Budget Accommodation aggregator,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,2015,7
2589,2015-07-07,Liases Foras,Real Estate Rating & Analysis,New Delhi,DMG information Asia Pacific,Private Equity,5000000.0,2015,7
2593,2015-08-07,Saavn,Music Streaming App,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015,8
2594,2015-08-07,Flytxt,Big Data & Analytics platform,Mumbai,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015,8
2595,2015-08-07,Axtria,Big Data & Analytics platform,Other,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015,8
2596,2015-08-07,33Coupons,Coupon Aggregator Platform,Other,Not Disclosed,Seed Funding,20000.0,2015,8
2598,2015-08-07,Hopping Chef,Online Food-Tech Platform,Mumbai,Mirah Hospitality,Seed Funding,470000.0,2015,8
2599,2015-08-07,Collectabillia,Celebrity Fashion Brand,Bangalore,Accel Partners,Private Equity,7500000.0,2015,8
2600,2015-08-07,Lendingkart,Online Finance lending platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015,8
2601,2015-08-07,Lybrate,Healthcare Mobile App,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015,8
2602,2015-08-07,Zoomcar,Self-driven vehicle rental,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015,8
2668,2015-01-06,Veeba Foods,Healthy Food Manufacturer,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,2015,1
2669,2015-01-06,Truebil,Used Car Marketplace,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,2015,1
2670,2015-01-06,Meritnation,Online Learning Platform,New Delhi,InfoEdge,Private Equity,4000000.0,2015,1
2671,2015-01-06,Eattreatonline,Healthy Food Online Community,New Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,2015,1
2673,2015-01-06,Glamrs,Online Fashion Video Portal,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,2015,1
2674,2015-01-06,Proviera,Probiotic Technology Products Manufacturer,Chennai,Infuse Ventures,Private Equity,550000.0,2015,1
2675,2015-01-06,Arth DesignBuild,Architectural Design & Consulting,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,2015,1
2676,2015-02-06,Saama,Big Data & Analytics Services,Pune,Carrick Capital Partners,Private Equity,35000000.0,2015,2
2677,2015-02-06,AllIzHealth,Preventive Healthcare Services,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,2015,2
2680,2015-03-06,Propstack,Real Estate Intelligence Platform,Mumbai,DMG Information,Private Equity,3000000.0,2015,3
2681,2015-03-06,MyTaxiIndia,Online Car Rental Affiliates,New Delhi,Green House Ventures,Seed Funding,100000.0,2015,3
2682,2015-03-06,Arkin Net,Data Center Software platform,Pune,Nexus Venture Partners,Private Equity,15000000.0,2015,3
2683,2015-03-06,Little Black Book Delhi,Online City & Lifestyle Guide,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,2015,3
2685,2015-03-06,iCustomadeit,Bespoke Merchandize Marketplace,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,2015,3
2687,2015-04-06,Ecom Express,Logistics Solution Provider,New Delhi,Warburg Pincus,Private Equity,137000000.0,2015,4
2688,2015-04-06,Vidooly,Video Intelligence Platform,Noida,Bessemer Venture Partners,Private Equity,1000000.0,2015,4
2689,2015-04-06,Zopper,Hyperlocal Shopping App,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,2015,4
2690,2015-04-06,Flipkart,eCommerce platform,Bangalore,Morgan Stanley,Private Equity,50000000.0,2015,4
2691,2015-05-06,kWatt Solutions,Renewable energy solutions,Mumbai,,Seed Funding,500000.0,2015,5
2692,2015-05-06,Medwell Ventures,Healthcare\\nService provider,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,2015,5
2693,2015-05-06,Jugnoo,Auto Rickshaw Based Services,Other,"Snow Leopard, Paytm",Private Equity,5000000.0,2015,5
2695,2015-08-06,Applied Solar Technologies,Off-grid Solar Power,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,2015,8
2696,2015-09-06,Clovia,Private Label lingerie Ecommerce,New Delhi,IvyCap Ventures,Private Equity,5000000.0,2015,9
2697,2015-09-06,Swiggy,Online Food Ordering,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,2015,9
2698,2015-09-06,PayMango,Mobile Commerce Platform,Gurgaon,Group of Angel Investors,Seed Funding,234000.0,2015,9
2700,2015-09-06,Teritree,Digital Marketing Services,Bangalore,KCL,Seed Funding,140000.0,2015,9
2702,2015-10-06,Voonik,Fashion Ecommerce store,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0,2015,10
2703,2015-11-06,AdStringO,Mobile Compression Software,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,350000.0,2015,11
2704,2015-11-06,Faircent.com,Peer to Peer Lending platform,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000.0,2015,11
2705,2015-12-06,La Renon,Global Healthcare products,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,2015,12
2753,2015-01-05,Foodpanda,Online Food Delivery,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0,2015,1
2754,2015-01-05,Termsheet,Fund Raising Platform,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0,2015,1
2755,2015-04-05,Applicate,Workforce Management Software,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0,2015,4
2756,2015-04-05,World Art Community,Online Art Marketplace,Gurgaon,Viraj Tyagi & others,Seed Funding,200000.0,2015,4
2757,2015-04-05,SpoonJoy,Online Food Delivery,Bangalore,SAIF Partners,Seed Funding,1000000.0,2015,4
2758,2015-05-05,Seed Schools,Affordable Education,Hyderabad,Acumen Fund,Seed Funding,650000.0,2015,5
